Id,Choice
1,0.984582782
2,0.858337641
3,0.927895546
4,0.624092519
5,0.868341148
6,0.834835529
7,0.987340152
8,0.991999388
9,0.9493047
10,0.893911183
11,0.935948789
12,0.890404046
13,0.993168533
14,0.928253472
15,0.891336679
16,0.703317404
17,0.982423902
18,0.960448682
19,0.917381406
20,0.677435875
21,0.51358664
22,0.772838354
23,0.940815568
24,0.781858444
25,0.907796204
26,0.743671417
27,0.577404559
28,0.869863212
29,0.585399628
30,0.976349652
31,0.925282359
32,0.995869398
33,0.688601375
34,0.962833107
35,0.988248169
36,0.816726685
37,0.709186852
38,0.566753387
39,0.768440962
40,0.761787295
41,0.966512978
42,0.835589409
43,0.978138447
44,0.996293664
45,0.676724136
46,0.845225215
47,0.955472827
48,0.957338989
49,0.500450075
50,0.55766046
51,0.916155577
52,0.996067643
53,0.977793276
54,0.697321057
55,0.923301339
56,0.654959679
57,0.948583841
58,0.557850599
59,0.984342575
60,0.904041052
61,0.832781971
62,0.716241241
63,0.977510631
64,0.647794545
65,0.99623239
66,0.870422781
67,0.928601861
68,0.605693817
69,0.855653644
70,0.763868809
71,0.966441333
72,0.744759738
73,0.904126525
74,0.569950461
75,0.778813004
76,0.717369318
77,0.853998184
78,0.75229156
79,0.611147106
80,0.985368073
81,0.557429135
82,0.882745445
83,0.999892116
84,0.602674961
85,0.571654916
86,0.755526781
87,0.740184426
88,0.875734329
89,0.805680931
90,0.78303647
91,0.519558191
92,0.502600491
93,0.994489849
94,0.996744692
95,0.858269632
96,0.827893555
97,0.991022885
98,0.812138379
99,0.814905763
100,0.957608342
101,0.964129388
102,0.94564724
103,0.709255219
104,0.936389446
105,0.91547966
106,0.653737724
107,0.552443802
108,0.899586916
109,0.505037308
110,0.761645615
111,0.782827735
112,0.96764344
113,0.942825794
114,0.687782228
115,0.991355419
116,0.691102564
117,0.996716261
118,0.995586276
119,0.9110533
120,0.689726651
121,0.955970645
122,0.970699668
123,0.925016403
124,0.790615678
125,0.6755355
126,0.831152916
127,0.855423093
128,0.88002938
129,0.664873183
130,0.532110155
131,0.5365839
132,0.755627036
133,0.8315745
134,0.888430059
135,0.913822889
136,0.886136949
137,0.990818918
138,0.684747636
139,0.858332634
140,0.577418387
141,0.670465231
142,0.984338105
143,0.798179626
144,0.986629188
145,0.593724072
146,0.923381269
147,0.61029315
148,0.958807051
149,0.937752128
150,0.929255128
151,0.977053344
152,0.769683838
153,0.996528089
154,0.996102989
155,0.989234984
156,0.936895788
157,0.808389843
158,0.990719795
159,0.504512072
160,0.892689168
161,0.929562271
162,0.616219819
163,0.942515969
164,0.962603569
165,0.671450734
166,0.98294282
167,0.757667124
168,0.943230808
169,0.68426311
170,0.852324963
171,0.579015374
172,0.956688762
173,0.972810388
174,0.996729374
175,0.807905793
176,0.991460562
177,0.800695717
178,0.897293389
179,0.619845867
180,0.962360024
181,0.8758564
182,0.847868264
183,0.906710744
184,0.714260399
185,0.998621345
186,0.987758934
187,0.724243939
188,0.812509835
189,0.675561845
190,0.965755641
191,0.755228817
192,0.889425516
193,0.936223149
194,0.732976675
195,0.841448784
196,0.898119807
197,0.794453621
198,0.972294986
199,0.997163117
200,0.915366411
201,0.945126295
202,0.946550965
203,0.963501871
204,0.994629383
205,0.865417063
206,0.867052615
207,0.566879332
208,0.910876989
209,0.91597718
210,0.882655203
211,0.935037315
212,0.561683774
213,0.711009502
214,0.916459799
215,0.91317153
216,0.611147106
217,0.953898668
218,0.935731649
219,0.996429145
220,0.882384837
221,0.78125602
222,0.850408196
223,0.809500217
224,0.529788673
225,0.887071848
226,0.915129304
227,0.994260252
228,0.609424412
229,0.949760318
230,0.574581027
231,0.935110271
232,0.839998603
233,0.7884655
234,0.99816817
235,0.804332852
236,0.987717628
237,0.700456858
238,0.943244398
