Id,Choice
1,0.871871054
2,0.786448717
3,0.949886322
4,0.693660915
5,0.975189567
6,0.811175168
7,0.951075375
8,0.556592286
9,0.972629786
10,0.658137619
11,0.811567605
12,0.560054839
13,0.728220046
14,0.803951085
15,0.891600728
16,0.878933787
17,0.890728176
18,0.868585944
19,0.940327525
20,0.907007337
21,0.532252252
22,0.854350328
23,0.810896575
24,0.735818803
25,0.963978052
26,0.739313006
27,0.597184122
28,0.696496665
29,0.567225158
30,0.942773044
31,0.975015998
32,0.982833385
33,0.978811145
34,0.892744243
35,0.939415932
36,0.522508502
37,0.544605911
38,0.687773645
39,0.667205036
40,0.829727173
41,0.802288771
42,0.848987162
43,0.902063787
44,0.947931349
45,0.891768396
46,0.52224642
47,0.969978631
48,0.909645855
49,0.633023202
50,0.670811474
51,0.895048618
52,0.924962282
53,0.704871476
54,0.598759711
55,0.773203313
56,0.522650301
57,0.670969367
58,0.687803566
59,0.953046024
60,0.848993361
61,0.879834116
62,0.787638962
63,0.53053683
64,0.536194503
65,0.611609578
66,0.515846252
67,0.799615383
68,0.580294907
69,0.819949567
70,0.519983888
71,0.957293808
72,0.57925117
73,0.767916024
74,0.601528049
75,0.520279229
76,0.807504237
77,0.606473386
78,0.82785213
79,0.695140183
80,0.962627292
81,0.609210253
82,0.962534904
83,0.850810051
84,0.547273219
85,0.558176637
86,0.735802472
87,0.530332685
88,0.949424088
89,0.677967072
90,0.580890298
91,0.606868684
92,0.957214892
93,0.830521703
94,0.817358136
95,0.803717077
96,0.572672784
97,0.93497926
98,0.843560696
99,0.896148801
100,0.504312396
101,0.847003937
102,0.90611124
103,0.78963393
104,0.538925886
105,0.503451884
106,0.53574568
107,0.698366642
108,0.620845079
109,0.745631933
110,0.641329646
111,0.538934648
112,0.758013725
113,0.790934324
114,0.706911206
115,0.880271018
116,0.558719575
117,0.838418245
118,0.982930064
119,0.977827013
120,0.642349303
121,0.971534371
122,0.873658478
123,0.931189358
124,0.814045846
125,0.736719131
126,0.742990673
127,0.701121569
128,0.628424883
129,0.668215096
130,0.585933864
131,0.791489661
132,0.907109261
133,0.999152303
134,0.745386183
135,0.620623887
136,0.617753327
137,0.982146502
138,0.765128434
139,0.666700065
140,0.587954104
141,0.959923208
142,0.599041104
143,0.555102587
144,0.753765941
145,0.583809793
146,0.968017876
147,0.599196255
148,0.979966581
149,0.624841511
150,0.53033179
151,0.925432265
152,0.897312403
153,0.845891476
154,0.89756465
155,0.976500154
156,0.890036047
157,0.62222302
158,0.992264688
159,0.819174051
160,0.608208895
161,0.695778251
162,0.570354223
163,0.769447029
164,0.836739302
165,0.609039724
166,0.614120364
167,0.553610742
168,0.871874094
169,0.506407738
170,0.827742159
171,0.563697994
172,0.846586525
173,0.937302291
174,0.826811075
175,0.683493197
176,0.67021805
177,0.617551148
178,0.911260486
179,0.663032055
180,0.913291872
181,0.611218393
182,0.87079227
183,0.621917665
184,0.919627547
185,0.954176903
186,0.838259399
187,0.554077804
188,0.704353631
189,0.54812187
190,0.946867883
191,0.610408723
192,0.824707925
193,0.647989571
194,0.669047415
195,0.858670652
196,0.945828617
197,0.817317963
198,0.82569021
199,0.975986421
200,0.753862917
201,0.502656102
202,0.926037431
203,0.885405421
204,0.886964142
205,0.772278786
206,0.952388406
207,0.615523398
208,0.69547087
209,0.990036964
210,0.755417049
211,0.878436327
212,0.646479905
213,0.676233411
214,0.76157558
215,0.890541017
216,0.695140183
217,0.84864378
218,0.911564052
219,0.948912323
220,0.907927275
221,0.527064502
222,0.885399461
223,0.62620312
224,0.900767028
225,0.764343321
226,0.960613072
227,0.93082428
228,0.995507836
229,0.869647205
230,0.623115599
231,0.966601074
232,0.894696176
233,0.656591415
234,0.970004857
235,0.63718152
236,0.748838127
237,0.905007005
238,0.928667128
239,0.580886602
240,0.849377632
241,0.947640002
242,0.791550517
243,0.953237653
244,0.731018424
245,0.979864299
246,0.689354837
247,0.889677048
248,0.906802595
249,0.944686592
250,0.725693524
251,0.723308027
252,0.900233567
253,0.666166127
254,0.820624352
255,0.931130886
256,0.820674539
257,0.991992593
258,0.64519614
259,0.558863401
260,0.541809976
261,0.937676609
262,0.958188176
263,0.742021978
264,0.954355836
265,0.773895621
266,0.950346231
267,0.5482921
268,0.736013055
269,0.772071183
270,0.977216184
271,0.860955238
272,0.905026674
273,0.654282331
274,0.958381295
275,0.975181162
276,0.620317996
277,0.871844709
278,0.908886015
279,0.609065294
280,0.811578393
281,0.94733882
282,0.899666011
283,0.890844047
284,0.957169473
285,0.605492473
286,0.655356407
287,0.736990869
288,0.868071437
289,0.649086893
290,0.858270168
291,0.906974375
292,0.779737115
293,0.943067849
