Id,Choice
1,0.818102936
2,0.713157743
3,0.917288678
4,0.833097702
5,0.636467089
6,0.81195558
7,0.583307311
8,0.97692762
9,0.930976221
10,0.886590016
11,0.824331489
12,0.911926628
13,0.746453114
14,0.640922916
15,0.90495666
16,0.874053307
17,0.960762913
18,0.729444456
19,0.936136175
20,0.696525704
21,0.84872982
22,0.931948282
23,0.906336385
24,0.813616907
25,0.924391226
26,0.940397759
27,0.906885867
28,0.680530935
29,0.895289235
30,0.687326716
31,0.943662652
32,0.936206469
33,0.766685878
34,0.910228995
35,0.675316358
36,0.501804994
37,0.513205762
38,0.774119414
39,0.669241328
40,0.504436089
41,0.759512623
42,0.926663203
43,0.868777056
44,0.975598784
45,0.914638489
46,0.548523329
47,0.627571807
48,0.94816789
49,0.905508335
50,0.609173215
51,0.892147748
52,0.940799969
53,0.93547937
54,0.61214348
55,0.966856555
56,0.833750638
57,0.891346785
58,0.638607423
59,0.924646785
60,0.974938131
61,0.728734825
62,0.738359609
63,0.940363368
64,0.590928846
65,0.80942948
66,0.93962263
67,0.50351723
68,0.755356686
69,0.675195175
70,0.597844927
71,0.945243054
72,0.840957989
73,0.873487151
74,0.657753085
75,0.760326322
76,0.875404548
77,0.672963654
78,0.805186669
79,0.878272418
80,0.977742852
81,0.557996894
82,0.947256539
83,0.912834286
84,0.691495968
85,0.631414845
86,0.595975731
87,0.508081854
88,0.83215066
89,0.870730436
90,0.726082344
91,0.803247795
92,0.935510988
93,0.905266814
94,0.91047847
95,0.773959267
96,0.851833621
97,0.792542618
98,0.671088763
99,0.775423068
100,0.612167572
101,0.685310419
102,0.957296523
103,0.950983789
104,0.742977051
105,0.634171971
106,0.538220909
107,0.674875414
108,0.629602342
109,0.79698844
110,0.648090867
111,0.544179018
112,0.8047907
113,0.881724817
114,0.683021275
115,0.949952403
116,0.772681986
117,0.535312582
118,0.956570578
119,0.947168342
120,0.805021503
121,0.943070935
122,0.924053703
123,0.949319411
124,0.807576792
125,0.609483706
126,0.913295533
127,0.830972502
128,0.933959585
129,0.631799455
130,0.950213191
131,0.50011348
132,0.872910531
133,0.867770659
134,0.904971398
135,0.931863487
136,0.598867568
137,0.961441571
138,0.773465212
139,0.848677804
140,0.88008385
141,0.940639527
142,0.908644049
143,0.531396177
144,0.920479704
145,0.557150782
146,0.952958213
147,0.825842754
148,0.944225826
149,0.766195551
150,0.873823919
151,0.825964321
152,0.841965123
153,0.941961063
154,0.930344666
155,0.574230299
156,0.932809912
157,0.815900893
158,0.982062024
159,0.557394727
160,0.567117367
161,0.501282455
162,0.52423372
163,0.687695409
164,0.540141115
165,0.735803093
166,0.622228019
167,0.888678638
168,0.927976883
169,0.893904457
170,0.897500135
171,0.5442304
172,0.699359975
173,0.914979489
174,0.559713179
175,0.821522319
176,0.898841539
177,0.772126569
178,0.956291274
179,0.504414282
180,0.940992419
181,0.59306958
182,0.658366203
183,0.950421023
184,0.681386219
185,0.805944835
186,0.867688527
187,0.726922972
188,0.897592144
189,0.705639957
190,0.929268857
191,0.861750417
192,0.88747803
193,0.968241278
194,0.582997477
195,0.927758631
196,0.933549843
197,0.512124381
198,0.940671335
199,0.862998415
200,0.766068835
201,0.833287593
202,0.939346029
203,0.744913861
204,0.80378686
205,0.976552106
206,0.935594799
207,0.931534799
208,0.933689981
209,0.988390342
210,0.925739644
211,0.956047916
212,0.525670979
213,0.738304568
214,0.88330808
215,0.967259116
216,0.878272418
217,0.852194923
218,0.917409548
219,0.920303099
220,0.938986119
221,0.765007686
222,0.925310188
223,0.688883621
224,0.819863305
225,0.837798347
226,0.522425501
227,0.971570269
228,0.973803252
229,0.867897
230,0.570380574
231,0.975421892
232,0.898399927
233,0.83008531
234,0.905868292
235,0.841492515
236,0.504803656
237,0.913335504
238,0.54560753
239,0.521081548
240,0.712453693
241,0.953269819
242,0.587492872
243,0.560450173
244,0.919167292
245,0.965144648
246,0.673087641
247,0.929211776
248,0.962564928
249,0.948046115
