Id,Choice
1,0.86628673
2,0.792121286
3,0.938726435
4,0.850941845
5,0.735535491
6,0.815448504
7,0.661492929
8,0.979006471
9,0.95291323
10,0.825155401
11,0.81770078
12,0.852794489
13,0.732992664
14,0.544278689
15,0.907798542
16,0.901386764
17,0.966454714
18,0.669339099
19,0.88906691
20,0.796320622
21,0.867002574
22,0.931797186
23,0.904466144
24,0.733772115
25,0.925580793
26,0.966880238
27,0.911825778
28,0.66522969
29,0.87491065
30,0.633132934
31,0.959599304
32,0.943638717
33,0.810290298
34,0.917826708
35,0.655207016
36,0.5953789
37,0.507431848
38,0.683973078
39,0.842971341
40,0.622243974
41,0.769691205
42,0.930378487
43,0.87145168
44,0.978928148
45,0.932820074
46,0.576355426
47,0.667893995
48,0.954212732
49,0.933953942
50,0.543105505
51,0.911960278
52,0.946821938
53,0.938034432
54,0.571944404
55,0.973122173
56,0.82058912
57,0.862757696
58,0.531608766
59,0.920299779
60,0.968390913
61,0.739687005
62,0.712438808
63,0.951023615
64,0.620372986
65,0.800590903
66,0.92132015
67,0.605316806
68,0.809209666
69,0.592755518
70,0.578977905
71,0.941587532
72,0.826782176
73,0.832331903
74,0.702306938
75,0.821154181
76,0.889649445
77,0.671374881
78,0.787226203
79,0.829589478
80,0.983457669
81,0.624487806
82,0.960395766
83,0.937011348
84,0.702509594
85,0.686106942
86,0.552575042
87,0.509662928
88,0.882789948
89,0.902919075
90,0.708470011
91,0.711332097
92,0.9356432
93,0.921397416
94,0.922418773
95,0.803323502
96,0.732020108
97,0.870790934
98,0.708276745
99,0.797827825
100,0.536016122
101,0.690215256
102,0.955116614
103,0.942384281
104,0.716900747
105,0.610860455
106,0.671621821
107,0.765370485
108,0.520263121
109,0.799351255
110,0.689977229
111,0.549007812
112,0.694707818
113,0.907883498
114,0.607172441
115,0.952122403
116,0.857672729
117,0.521461704
118,0.964343343
119,0.917073115
120,0.861357494
121,0.9473789
122,0.923483606
123,0.955908737
124,0.753798902
125,0.589641056
126,0.916919
127,0.818880757
128,0.911410303
129,0.528262979
130,0.94694574
131,0.618988703
132,0.847776922
133,0.901052095
134,0.837541345
135,0.951887405
136,0.526036795
137,0.962820383
138,0.78611263
139,0.932132941
140,0.75894216
141,0.947540821
142,0.93115203
143,0.582559542
144,0.924203502
145,0.51767419
146,0.964984207
147,0.857046527
148,0.939225284
149,0.693099903
150,0.852811893
151,0.838826051
152,0.829851907
153,0.951864025
154,0.911214968
155,0.631983003
156,0.926892235
157,0.762401405
158,0.974948094
159,0.611214473
160,0.532045142
161,0.521810235
162,0.512959978
163,0.639486719
164,0.600496357
165,0.750187708
166,0.65564237
167,0.873679576
168,0.923335219
169,0.851263214
170,0.915337715
171,0.614070477
172,0.669160949
173,0.934283442
174,0.667652102
175,0.789556938
176,0.882617226
177,0.636102844
178,0.950099913
179,0.615731121
180,0.927973496
181,0.561148937
182,0.673070549
183,0.898553116
184,0.608326673
185,0.783491858
186,0.870059005
187,0.673687655
188,0.866575698
189,0.68000989
190,0.924970667
191,0.864950375
192,0.805320363
193,0.954663397
194,0.568179454
195,0.930461993
196,0.946091244
197,0.546020062
198,0.959120207
199,0.85944594
200,0.751854043
201,0.798992045
202,0.957392242
203,0.790127493
204,0.833914701
205,0.949970545
206,0.930068571
207,0.949047376
208,0.914190753
209,0.987184044
210,0.946959708
211,0.95117631
212,0.561817293
213,0.761410612
214,0.824416573
215,0.965594803
216,0.829589478
217,0.848506414
218,0.934448148
219,0.914013266
220,0.924353831
221,0.656420351
222,0.918078207
223,0.675362429
224,0.856055255
225,0.832640388
226,0.576865132
227,0.976408861
228,0.943368147
229,0.851558218
230,0.523609452
231,0.974440682
232,0.889060587
233,0.926286275
234,0.927788067
235,0.879066412
236,0.546243586
237,0.940077538
238,0.542369474
239,0.575469703
240,0.841491942
241,0.942653349
242,0.608932442
243,0.525964396
244,0.886160446
245,0.960926409
246,0.758069013
247,0.939761597
248,0.963704495
249,0.957835523
250,0.63461895
251,0.96210199
252,0.968909406
253,0.609543747
254,0.686613011
255,0.934483174
256,0.952970352
257,0.884426706
258,0.879191569
259,0.643484174
260,0.832934404
261,0.914133807
262,0.965217304
263,0.671076545
264,0.94977363
265,0.878101102
266,0.610178527
267,0.804819587
268,0.62842161
269,0.857159855
270,0.894976399
271,0.642755885
272,0.945510707
273,0.57223594
274,0.841986895
275,0.924873475
276,0.895599477
277,0.933237918
278,0.932047773
279,0.708234194
280,0.663792011
281,0.713587354
282,0.706906978
283,0.877852226
284,0.574812853
285,0.676367936
286,0.55457834
287,0.572264766
288,0.934504147
289,0.61262083
290,0.924589035
291,0.956897705
292,0.945690808
293,0.839786875
294,0.968470567
295,0.956547242
296,0.840163385
297,0.949317992
298,0.943739167
299,0.945075356
300,0.86232213
301,0.961146887
302,0.686106942
303,0.513163041
304,0.880408215
305,0.943035134
306,0.68115146
307,0.967579005
308,0.604717421
309,0.737544822
310,0.947062444
311,0.545539865
312,0.906578985
313,0.779360198
314,0.80086533
315,0.759587765
316,0.862524505
317,0.922486593
318,0.929675475
319,0.670018128
320,0.594140808
321,0.605755892
322,0.726865179
323,0.959007791
324,0.779250525
325,0.944300481
326,0.964158797
327,0.861980643
328,0.556854044
329,0.888086556
330,0.605316806
331,0.721680463
332,0.932820074
333,0.909457221
334,0.969276973
335,0.781537666
336,0.947318392
337,0.619027702
338,0.669216993
339,0.777020014
340,0.875668985
341,0.975273945
342,0.891278507
343,0.885805393
344,0.959170806
345,0.715928463
346,0.864731049
347,0.78910357
348,0.598194617
349,0.668384954
350,0.958751608
351,0.676954225
352,0.589221058
353,0.796012733
354,0.955579511
355,0.587286287
356,0.740295901
357,0.949803605
358,0.701046796
359,0.847124097
360,0.982540796
361,0.674091777
362,0.831355033
363,0.755064945
364,0.932297592
365,0.892626517
366,0.974590188
367,0.959972631
368,0.510869832
369,0.858192211
370,0.941343021
371,0.84187524
372,0.917180012
373,0.771175102
374,0.556703778
375,0.648103419
376,0.910228051
377,0.853809631
378,0.679037274
379,0.91473638
380,0.636528246
381,0.958001991
382,0.524378129
383,0.964413738
384,0.606154478
385,0.914602292
386,0.637583504
387,0.796735543
388,0.653798877
389,0.591192539
390,0.90483642
391,0.790858807
392,0.915759531
393,0.870243661
394,0.962103275
395,0.565624009
396,0.778314394
397,0.548490668
398,0.634619291
399,0.632961771
400,0.962765687
401,0.783001653
402,0.624889416
403,0.887099525
404,0.92802451
405,0.505423015
406,0.960352277
407,0.605503992
408,0.936926738
409,0.705161191
410,0.969968404
411,0.960886979
412,0.556393049
413,0.640985258
414,0.71622989
415,0.691609886
416,0.953332732
417,0.804204676
418,0.950605289
419,0.945404451
420,0.939653051
421,0.790166132
422,0.831030501
423,0.8354545
424,0.949705589
425,0.970972268
426,0.810755583
427,0.70147511
428,0.516415521
429,0.877390198
430,0.816928943
431,0.950885838
432,0.889662141
433,0.862806747
434,0.849483851
435,0.517291791
436,0.920666383
437,0.53095146
438,0.561204943
439,0.806354254
440,0.844063399
441,0.582952392
442,0.722303919
443,0.840083318
444,0.543207552
445,0.760224324
446,0.917979785
447,0.799113096
448,0.579006761
449,0.628849879
450,0.717310949
451,0.575276493
452,0.8336055
453,0.882594424
454,0.537194569
455,0.849712638
456,0.927112798
457,0.894167816
458,0.607438584
459,0.855124767
460,0.739119722
461,0.750944247
462,0.866224102
463,0.71249184
464,0.815808753
465,0.970627451
466,0.95302476
467,0.822193131
468,0.675951884
469,0.91202029
470,0.928523934
471,0.811188678
472,0.832726629
473,0.792002583
474,0.897476459
475,0.75140261
476,0.977315344
477,0.792417041
478,0.752385108
479,0.617835295
480,0.949317992
481,0.899363254
482,0.981063798
483,0.939293225
484,0.938630504
485,0.528624265
486,0.92076452
487,0.973890814
488,0.788667275
489,0.933609656
490,0.549514991
491,0.847108539
492,0.970207854
493,0.969376192
494,0.689832884
495,0.875473784
496,0.858580091
497,0.743314092
498,0.758129673
499,0.786051598
500,0.666069252
501,0.601417424
502,0.834072302
503,0.515460684
504,0.898741303
505,0.962136857
506,0.712122905
507,0.843719796
508,0.874289323
509,0.949544537
510,0.940002915
511,0.707091486
512,0.827475833
513,0.927008499
514,0.652053219
515,0.957435743
516,0.934860252
517,0.974559147
518,0.858565697
519,0.965858661
520,0.80430019
521,0.788786824
522,0.547225676
523,0.823540826
524,0.86006319
525,0.521570082
526,0.504295111
527,0.769127295
528,0.657487514
529,0.934773714
530,0.855752765
531,0.958919549
